video_file_name,frame_number,patch_name,connected_component_area,bounding_box_area,initial_plano_featues,initial_query_features,good_matches,very_good_matches,ratio
IBOT.MOV,6300,71,4591,10961,55,1,0,,0
IBOT.MOV,6300,95,1333,3705,0,0,,,-1
IBOT.MOV,6300,135,858,1881,0,0,,,-1
IBOT.MOV,6300,140,1001,2409,0,0,,,-1
integrity,0
IBOT.MOV,6400,17,9609,20769,400,488,169,1,0.00591716
IBOT.MOV,6400,21,9151,19737,499,345,195,16,0.0512821
IBOT.MOV,6400,25,1148,3201,0,0,,,-1
IBOT.MOV,6400,72,5300,12513,67,0,,,0
IBOT.MOV,6400,109,856,1353,0,0,,,-1
IBOT.MOV,6400,144,999,2337,0,0,,,-1
IBOT.MOV,6400,168,716,1617,0,0,,,-1
IBOT.MOV,6400,174,1903,5529,0,0,,,-1
integrity,0
IBOT.MOV,6500,6,2426,6601,0,0,,,-1
IBOT.MOV,6500,8,1099,2825,0,0,,,-1
IBOT.MOV,6500,13,9006,22385,386,482,158,3,0.0189873
IBOT.MOV,6500,24,7920,19481,461,359,198,19,0.0555556
IBOT.MOV,6500,35,1047,2145,0,0,,,-1
IBOT.MOV,6500,40,860,2337,0,0,,,-1
IBOT.MOV,6500,49,716,2009,0,0,,,-1
IBOT.MOV,6500,70,1143,2337,0,0,,,-1
IBOT.MOV,6500,71,4969,11737,64,1,1,,0
IBOT.MOV,6500,74,1470,2665,0,0,,,-1
IBOT.MOV,6500,108,715,1681,0,0,,,-1
IBOT.MOV,6500,129,716,2009,0,0,,,-1
IBOT.MOV,6500,132,815,2145,0,0,,,-1
IBOT.MOV,6500,138,907,2337,0,0,,,-1
IBOT.MOV,6500,188,905,1881,0,0,,,-1
integrity,0
integrity,-1
integrity,-1
integrity,-1
IBOT.MOV,6900,6,12048,28497,519,587,223,15,0.0403587
IBOT.MOV,6900,13,7209,17545,425,314,179,10,0.0335196
IBOT.MOV,6900,73,811,2009,0,0,,,-1
IBOT.MOV,6900,74,5022,10185,42,6,19,0,0
IBOT.MOV,6900,86,1048,2401,0,0,,,-1
IBOT.MOV,6900,89,1097,2993,0,0,,,-1
IBOT.MOV,6900,112,905,2337,0,0,,,-1
integrity,0
IBOT.MOV,7000,17,12608,28561,500,594,197,18,0.0659898
IBOT.MOV,7000,70,2087,5073,0,0,,,-1
IBOT.MOV,7000,76,5217,14577,127,6,73,0,0
IBOT.MOV,7000,92,763,2009,0,0,,,-1
IBOT.MOV,7000,94,998,2009,0,0,,,-1
IBOT.MOV,7000,117,1718,4961,0,0,,,-1
IBOT.MOV,7000,171,1765,4961,0,0,,,-1
integrity,0
IBOT.MOV,7100,1,1050,2401,0,0,,,-1
IBOT.MOV,7100,14,909,2225,0,0,,,-1
IBOT.MOV,7100,22,11957,24249,465,457,184,7,0.0217391
IBOT.MOV,7100,30,7079,18705,473,320,199,16,0.0502513
IBOT.MOV,7100,41,717,2009,0,0,,,-1
IBOT.MOV,7100,53,1000,2793,0,0,,,-1
IBOT.MOV,7100,61,1474,3705,0,0,,,-1
IBOT.MOV,7100,74,4933,13545,71,12,35,0,0
IBOT.MOV,7100,75,859,2009,0,0,,,-1
IBOT.MOV,7100,78,999,1881,0,0,,,-1
IBOT.MOV,7100,115,718,1825,0,0,,,-1
IBOT.MOV,7100,147,716,2009,0,0,,,-1
IBOT.MOV,7100,165,1711,4161,0,0,,,-1
IBOT.MOV,7100,196,763,1617,0,0,,,-1
integrity,0
IBOT.MOV,7200,11,12655,27081,477,581,205,8,0.0292683
IBOT.MOV,7200,14,7403,17289,410,280,185,11,0.0378378
IBOT.MOV,7200,45,1906,4961,0,0,,,-1
IBOT.MOV,7200,63,716,1881,0,0,,,-1
IBOT.MOV,7200,69,4500,9409,42,3,23,,0
IBOT.MOV,7200,118,812,2145,0,0,,,-1
IBOT.MOV,7200,127,1093,2337,0,0,,,-1
IBOT.MOV,7200,135,1196,3465,0,0,,,-1
integrity,0
IBOT.MOV,7300,14,12369,28561,534,559,221,4,0.00904977
IBOT.MOV,7300,26,761,1353,0,0,,,-1
IBOT.MOV,7300,32,905,1617,0,0,,,-1
IBOT.MOV,7300,63,1002,2337,0,0,,,-1
IBOT.MOV,7300,71,1236,2665,0,0,,,-1
IBOT.MOV,7300,91,1001,2145,0,0,,,-1
IBOT.MOV,7300,96,1093,2401,0,0,,,-1
IBOT.MOV,7300,132,761,1353,0,0,,,-1
IBOT.MOV,7300,133,954,2401,0,0,,,-1
IBOT.MOV,7300,142,1093,2145,0,0,,,-1
IBOT.MOV,7300,164,909,2409,0,0,,,-1
integrity,0
integrity,-1
IBOT.MOV,7500,18,11327,19737,499,0,,,0
IBOT.MOV,7500,24,810,1881,0,0,,,-1
IBOT.MOV,7500,59,858,2401,0,0,,,-1
IBOT.MOV,7500,75,1806,4745,0,0,,,-1
IBOT.MOV,7500,131,1475,3649,0,0,,,-1
IBOT.MOV,7500,136,1430,3201,0,0,,,-1
IBOT.MOV,7500,141,907,2025,0,0,,,-1
integrity,0
IBOT.MOV,7600,11,19015,51545,721,762,321,0,0
IBOT.MOV,7600,17,13790,36993,683,125,248,7,0.0282258
IBOT.MOV,7600,61,1427,4161,0,0,,,-1
IBOT.MOV,7600,78,1569,4361,0,0,,,-1
IBOT.MOV,7600,140,1241,3649,0,0,,,-1
IBOT.MOV,7600,157,951,2009,0,0,,,-1
IBOT.MOV,7600,165,998,2009,0,0,,,-1
IBOT.MOV,7600,206,1238,3321,0,0,,,-1
integrity,0
IBOT.MOV,7700,31,763,1881,0,0,,,-1
IBOT.MOV,7700,91,1906,5529,0,0,,,-1
IBOT.MOV,7700,95,3228,8833,15,19,10,2,0.1
IBOT.MOV,7700,122,1284,3321,0,0,,,-1
IBOT.MOV,7700,146,856,1617,0,0,,,-1
IBOT.MOV,7700,166,1852,4753,0,0,,,-1
IBOT.MOV,7700,180,860,2009,0,0,,,-1
integrity,0
IBOT.MOV,7800,15,12182,27209,523,516,192,10,0.0416667
IBOT.MOV,7800,16,12460,23865,542,1,0,,0
IBOT.MOV,7800,20,908,2025,0,0,,,-1
IBOT.MOV,7800,63,2854,7665,0,8,,,-1
IBOT.MOV,7800,77,763,1881,0,0,,,-1
IBOT.MOV,7800,95,2847,6825,0,5,,,-1
IBOT.MOV,7800,106,1143,2793,0,0,,,-1
IBOT.MOV,7800,109,856,1353,0,0,,,-1
IBOT.MOV,7800,132,1620,4633,0,0,,,-1
IBOT.MOV,7800,143,764,1881,0,0,,,-1
IBOT.MOV,7800,161,1141,2337,0,0,,,-1
IBOT.MOV,7800,173,1332,2937,0,0,,,-1
integrity,0
IBOT.MOV,7900,16,14990,40729,664,673,267,24,0.0786517
IBOT.MOV,7900,25,1000,2793,0,0,,,-1
IBOT.MOV,7900,59,1194,3249,0,0,,,-1
IBOT.MOV,7900,70,1049,2793,0,0,,,-1
IBOT.MOV,7900,97,2517,5985,0,0,,,-1
IBOT.MOV,7900,138,1334,3321,0,0,,,-1
integrity,0
integrity,-1
integrity,-1
IBOT.MOV,8200,19,12994,32617,534,645,223,10,0.0403587
IBOT.MOV,8200,28,763,2009,0,0,,,-1
IBOT.MOV,8200,31,1331,3185,0,0,,,-1
IBOT.MOV,8200,72,1335,2937,0,0,,,-1
IBOT.MOV,8200,74,1616,4361,0,0,,,-1
IBOT.MOV,8200,77,763,2009,0,0,,,-1
IBOT.MOV,8200,96,763,2009,0,0,,,-1
IBOT.MOV,8200,124,1808,5265,0,0,,,-1
IBOT.MOV,8200,144,11213,26825,325,4,161,14,0.0124224
IBOT.MOV,8200,159,762,1681,0,0,,,-1
IBOT.MOV,8200,191,1997,5145,0,0,,,-1
integrity,0
IBOT.MOV,8300,4,1479,4257,0,0,,,-1
IBOT.MOV,8300,27,11426,19737,499,0,,,0
IBOT.MOV,8300,33,1237,3185,0,0,,,-1
IBOT.MOV,8300,50,1237,3185,0,0,,,-1
IBOT.MOV,8300,57,1614,3705,0,0,,,-1
IBOT.MOV,8300,90,904,1681,0,0,,,-1
IBOT.MOV,8300,107,999,2337,0,0,,,-1
IBOT.MOV,8300,110,2140,5289,0,0,,,-1
IBOT.MOV,8300,114,3557,8721,0,0,,,-1
IBOT.MOV,8300,160,9283,24897,319,2,201,,0
IBOT.MOV,8300,164,809,1681,0,0,,,-1
IBOT.MOV,8300,175,1808,5073,0,0,,,-1
IBOT.MOV,8300,186,1426,3577,0,0,,,-1
IBOT.MOV,8300,200,762,1681,0,0,,,-1
integrity,0
IBOT.MOV,8400,15,15177,38801,635,646,266,29,0.0977444
IBOT.MOV,8400,18,13567,39377,694,49,278,4,0.00719424
IBOT.MOV,8400,82,1142,2793,0,0,,,-1
IBOT.MOV,8400,87,2993,8249,10,14,6,,0
IBOT.MOV,8400,99,952,2337,0,0,,,-1
IBOT.MOV,8400,154,951,1881,0,0,,,-1
IBOT.MOV,8400,155,8859,21801,274,0,,,0
IBOT.MOV,8400,160,1140,2337,0,0,,,-1
IBOT.MOV,8400,182,2093,5145,0,0,,,-1
integrity,0
integrity,-1
IBOT.MOV,8600,23,12285,31265,504,647,211,6,0.014218
IBOT.MOV,8600,26,11611,20961,514,0,,,0
IBOT.MOV,8600,36,905,2337,0,0,,,-1
IBOT.MOV,8600,47,762,1681,0,0,,,-1
IBOT.MOV,8600,68,6169,16641,135,228,53,0,0
IBOT.MOV,8600,72,857,1881,0,0,,,-1
IBOT.MOV,8600,87,716,1881,0,0,,,-1
IBOT.MOV,8600,97,908,2665,0,0,,,-1
IBOT.MOV,8600,100,2330,6713,0,0,,,-1
IBOT.MOV,8600,138,716,1881,0,0,,,-1
IBOT.MOV,8600,145,809,1617,0,0,,,-1
IBOT.MOV,8600,156,1001,2409,0,0,,,-1
IBOT.MOV,8600,157,9428,23865,309,4,192,9,0.0104167
IBOT.MOV,8600,169,1715,4753,0,0,,,-1
IBOT.MOV,8600,174,2047,5985,0,0,,,-1
IBOT.MOV,8600,186,1143,2793,0,0,,,-1
IBOT.MOV,8600,191,1193,2993,0,0,,,-1
integrity,0
IBOT.MOV,8700,8,16123,39321,590,667,231,20,0.0692641
IBOT.MOV,8700,14,11987,19737,499,0,,,0
IBOT.MOV,8700,26,763,2009,0,0,,,-1
IBOT.MOV,8700,32,858,2009,0,0,,,-1
IBOT.MOV,8700,62,953,2409,0,0,,,-1
IBOT.MOV,8700,80,2940,6825,0,4,,,-1
IBOT.MOV,8700,83,1335,2825,0,0,,,-1
IBOT.MOV,8700,92,952,2401,0,0,,,-1
IBOT.MOV,8700,125,5504,14577,9,0,,,0
IBOT.MOV,8700,126,1051,2793,0,0,,,-1
IBOT.MOV,8700,128,9750,24897,324,0,,,0
IBOT.MOV,8700,132,856,1617,0,0,,,-1
IBOT.MOV,8700,133,1425,3185,0,0,,,-1
IBOT.MOV,8700,148,1379,3185,0,0,,,-1
IBOT.MOV,8700,151,1523,3577,0,0,,,-1
IBOT.MOV,8700,168,1857,5145,0,0,,,-1
integrity,0
integrity,-1
IBOT.MOV,8900,15,11098,29041,378,464,171,17,0.0877193
IBOT.MOV,8900,25,11622,23345,552,0,,,0
IBOT.MOV,8900,28,954,2337,0,0,,,-1
IBOT.MOV,8900,67,859,1881,0,0,,,-1
IBOT.MOV,8900,69,1481,3969,0,0,,,-1
IBOT.MOV,8900,71,998,1881,0,0,,,-1
IBOT.MOV,8900,90,3325,8833,15,18,7,2,0.285714
IBOT.MOV,8900,102,1093,2337,0,0,,,-1
IBOT.MOV,8900,119,2286,6321,0,0,,,-1
IBOT.MOV,8900,138,955,2409,0,0,,,-1
IBOT.MOV,8900,147,858,1617,0,0,,,-1
IBOT.MOV,8900,152,809,1681,0,0,,,-1
IBOT.MOV,8900,154,10082,25345,325,3,246,,0
IBOT.MOV,8900,159,952,1881,0,0,,,-1
IBOT.MOV,8900,169,1804,3969,0,0,,,-1
IBOT.MOV,8900,187,1425,2793,0,0,,,-1
IBOT.MOV,8900,190,1808,3969,0,0,,,-1
integrity,0
IBOT.MOV,9000,16,11846,21801,529,0,,,0
IBOT.MOV,9000,23,762,1681,0,0,,,-1
IBOT.MOV,9000,81,716,2009,0,0,,,-1
IBOT.MOV,9000,93,716,1353,0,0,,,-1
IBOT.MOV,9000,98,716,1617,0,0,,,-1
IBOT.MOV,9000,119,1237,2665,0,0,,,-1
IBOT.MOV,9000,134,9799,24249,311,2,247,,0
IBOT.MOV,9000,170,858,2009,0,0,,,-1
integrity,0
IBOT.MOV,9100,22,12221,21801,529,0,,,0
IBOT.MOV,9100,27,717,1625,0,0,,,-1
IBOT.MOV,9100,60,1947,5073,0,0,,,-1
IBOT.MOV,9100,65,1143,2673,0,0,,,-1
IBOT.MOV,9100,78,2614,6897,0,0,,,-1
IBOT.MOV,9100,86,952,2009,0,0,,,-1
IBOT.MOV,9100,90,909,2665,0,0,,,-1
IBOT.MOV,9100,105,1332,2401,0,0,,,-1
IBOT.MOV,9100,116,1856,4961,0,0,,,-1
IBOT.MOV,9100,137,717,1625,0,0,,,-1
IBOT.MOV,9100,156,9755,26441,336,4,207,24,0.00966184
IBOT.MOV,9100,167,1187,2145,0,0,,,-1
IBOT.MOV,9100,199,1813,3969,0,0,,,-1
integrity,0
IBOT.MOV,9200,2,1473,3577,0,0,,,-1
IBOT.MOV,9200,4,1667,4257,0,0,,,-1
IBOT.MOV,9200,11,19146,54201,36,44,23,18,0.608696
IBOT.MOV,9200,13,14357,35369,422,514,195,0,0
IBOT.MOV,9200,20,10826,20769,519,0,,,0
IBOT.MOV,9200,53,715,1681,0,0,,,-1
IBOT.MOV,9200,59,1803,4225,0,0,,,-1
IBOT.MOV,9200,74,1000,2337,0,0,,,-1
IBOT.MOV,9200,79,952,2145,0,0,,,-1
IBOT.MOV,9200,124,904,2009,0,0,,,-1
IBOT.MOV,9200,134,9421,23865,309,1,0,,0
IBOT.MOV,9200,142,1520,3577,0,0,,,-1
IBOT.MOV,9200,149,1049,2409,0,0,,,-1
IBOT.MOV,9200,167,1385,2993,0,0,,,-1
integrity,0
integrity,-1
IBOT.MOV,9400,7,811,1425,0,0,,,-1
integrity,-1
integrity,-1
IBOT.MOV,9600,4,2711,5985,0,0,,,-1
integrity,-1
IBOT.MOV,9700,6,716,1425,0,0,,,-1
IBOT.MOV,9700,7,717,1425,0,0,,,-1
integrity,-1
IBOT.MOV,9800,20,1716,4361,0,0,,,-1
integrity,-1
integrity,-1
IBOT.MOV,10000,5,3763,10865,0,0,,,-1
integrity,-1
IBOT.MOV,10100,5,2002,4521,0,0,,,-1
IBOT.MOV,10100,6,715,1617,0,0,,,-1
integrity,-1
IBOT.MOV,10200,2,3188,9345,0,0,,,-1
integrity,-1
